"club_id","club_number","club_name","address1","club_name_identifier","address2","locator","city","state","zip","country","phone","fax","email","website_url","open","map"
"1964","820","Petal","1229 Hwy 42","Petal - 820","","1229 Hwy 42 Petal, MS 39465","Petal","MS","39465","USA","6015827708","","petalms@snapfitness.com","www.snapfitness.com/petalms","Yes",""
"1966","944","Rush City","1170 West 4th Street","Rush City - 944","","Snap Fitness Rush City","Rush City","MN","55069","USA","3203580091","","rushcitymn@snapfitness.com","www.snapfitness.com/rushcitymn","Yes",""
"1967","1082","Rockland","2901 Laurier Street","Rockland - 1082","","","Rockland","ON","K4K 1R3","CAN","6134469910","","rocklandon@snapfitness.com","www.snapfitness.com/rocklandon","Yes",""
"1971","935","Kanata-Bridlewood","62 Stonehaven Dr.","Kanata-Bridlewood - 935","","In the Bridlewood Plaza","Kanata","ON","K2M 2Y2","CAN","6136670537","","bridlewood@snapfitness.com","www.snapfitness.com/bridlewood","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_935.pdf"
"1973","1265","Ottawa-Westboro","411 Roosevelt Ave.","Ottawa-Westboro - 1265","","The heart of Westboro near the MEC","Ottawa","ON","K2A 3X9","CAN","6136865899","","westboro@snapfitness.com","www.snapfitness.com/westboro","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1265.pdf"
"1975","1059","Barrhaven","4100 Strandherd Dr.","Barrhaven - 1059","","in the Cedarview Plaza","Ottawa","ON","K2J 0V2","CAN","6138236650","","barrhaven@snapfitness.com","www.snapfitness.com/barrhaven","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1059.pdf"
"1978","1072","Ottawa-Glebe","625 Bank St.","Ottawa-Glebe - 1072","","near The Works Burger Bistro","Ottawa","ON","K1S 3T5","CAN","6134822845","","glebe@snapfitness.com","www.snapfitness.com/glebe","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1072.pdf"
"1980","1369","Toronto-Junction","400 Pacific Ave.","Toronto-Junction - 1369","","Snap Toronto Junction","Toronto","ON","M6P 2R1","CAN","416-901-7627","","torontojunction@snapfitness.com","www.snapfitness.com/torontojunction","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1369.pdf"
"1982","1000","Toronto-High Park","183 Roncesvalles Ave","Toronto-High Park - 1000","","Between Sobey's and RBC","Toronto","ON","M6R 2L5","CAN","647-351-7627 (SNAP)","","torontohighpark@snapfitness.com","www.snapfitness.com/torontohighpark","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1000.pdf"
"1983","964","Corning","82 W Market St","Corning - 964","","In Corning's Gaffer District","Corning","NY","14830","USA","6079732888","","corningny@snapfitness.com","www.snapfitness.com/corningny","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_964.pdf"
"1986","940","Pickering","633 Kingston Rd.","Pickering - 940","","In the National Sports Complex","Pickering","ON","L1V 3N7","CAN","9054205500","","pickering@snapfitness.com","www.snapfitness.com/pickering","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_940.pdf"
"1989","922","Lago Vista","7708 Lohmans Ford Rd","Lago Vista - 922","Building B, Suite 103","Lago Vista Town Center","Lago Vista","TX","78645","USA","5122677627","","lagovistatx@snapfitness.com","www.snapfitness.com/lagovistatx","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_922.pdf"
"1994","890","Madison","2045 Atwood Ave.","Madison - 890","Suite 101","Kennedy Place - Atwood & Amoth Ct.","Madison","WI","53704","USA","6086637627","","madisonwi@snapfitness.com","www.snapfitness.com/madisonwi","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_890.pdf"
"1996","911","Duncanville","723 W Wheatland Rd","Duncanville - 911","","Wheatland Road at Cedar Ridge Drive","Duncanville","TX","75116","USA","9725729993","","duncanvilletx@snapfitness.com","www.snapfitness.com/duncanvilletx","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_911.pdf"
"2006","840","New Smyrna Beach","424 Luna Bella Lane","New Smyrna Beach - 840","Suite 131","At Venetian Bay Town Center","New Smyrna Beach","FL","32168","USA","3864238995","","newsmyrnabeach@snapfitness.com","www.snapfitness.com/newsmyrnabeach","Yes",""
"2007","969","Cottonwood","976 South Main Street","Cottonwood - 969","","corner hwy260 and hwy89a","Cottonwood","AZ","86326","USA","9286491905","","cottonwoodaz@snapfitness.com","www.snapfitness.com/cottonwoodaz","Yes",""
"2008","836","Sedona-Village of Oak Creek","6560 AZ-179","Sedona-Village of Oak Creek - 836","La Plaza Shopping Center","Village of Oak in the La Plaza mall","Sedona-Village of Oak Creek","AZ","86351","USA","9282840554","","sedonavillage@snapfitness.com","www.snapfitness.com/sedonavillage","Yes",""
"2009","1080","Sedona West","2081 West SR-89A","Sedona West - 1080","","Right next to Harkins Theatre","Sedona","AZ","86336","USA","9282822139","","sedonawest@snapfitness.com","www.snapfitness.com/sedonawest","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1080.pdf"
"2016","979","Dexter","7007 Dexter-Ann Arbor Road","Dexter - 979","","Next to Country Market in Dexter Crossing","Dexter","MI","48130","USA","734-426-2655","","dextermi@snapfitness.com","www.snapfitness.com/dextermi","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_979.pdf"
"2017","1028","Oak Ridge","1433 B (68 Place) Highway 68 North","Oak Ridge - 1028","","68 Place Oak Ridge NC","Oak Ridge","NC","27310","USA","3366435501","","oakridgenc@snapfitness.com","www.snapfitness.com/oakridgenc","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1028.pdf"
"2019","862","Salem West","1124 Wallace Rd. North West Suite 140","Salem West - 862","","Wallace Rd NW & Glen Creek Rd NW","Salem","OR","97304","USA","5039915902","","salemwest@snapfitness.com","www.snapfitness.com/salemwest","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_862.pdf"
"2035","1089","Half Moon Bay","20 Stone Pine Road","Half Moon Bay - 1089","","Stone Pine Road & Main Street","Half Moon Bay","CA","94019","USA","6507264600","","halfmoonbayca@snapfitness.com","www.snapfitness.com/halfmoonbayca","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1089.pdf"
"2038","1088","Miramar","17195 Miramar Parkway","Miramar - 1088","","Located in BB&T across Winn Dixie","Miramar","FL","33027","USA","9544367627","","miramarfl@snapfitness.com","www.snapfitness.com/miramarfl","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1088.pdf"
"2048","907","Quinton","3215 Rock Creek Villa Drive Suite B","Quinton - 907","Corner of Rt 60 and Longview Drive","Next to Domino's","Quinton","VA","23141","USA","8049328877","","quintonva@snapfitness.com","www.snapfitness.com/quintonva","Yes",""
"2055","898","Holly","15213 N. Holly Rd","Holly - 898","","We are located next to Holly Foods","Holly","MI","48442","USA","2486342000","","hollymi@snapfitness.com","www.snapfitness.com/hollymi","Yes",""
"2066","1001","Alexandria- Old Town","1315 King Street","Alexandria-Old Town - 1001","","King St between West & Payne St","Alexandria","VA","22314","USA","7032999499","","oldtownalexandria@snapfitness.com","www.snapfitness.com/oldtownalexandria","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1001.pdf"
"2067","1577","Alexandria-Belle View","1628 Belle View Blvd.","Alexandria-Belle View - 1577","","","Alexandria","VA","22307","USA","7033488507","","belleviewva@snapfitness.com","www.snapfitness.com/belleviewva","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1577.pdf"
"2071","1031","Maple Ridge","2 23315 Dewdney Trunk Rd.","Maple Ridge - 1031","","","Maple Ridge","BC","V2X 3L6","CAN","6044774789","","mapleridgebc@snapfitness.com","www.snapfitness.com/mapleridgebc","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1031.pdf"
"2073","906","Mars","158 Brickyard Rd.","Mars - 906","Suite 400","Brickyard Park Plaza","Mars","PA","16046","USA","7246870456","","marspa@snapfitness.com","www.snapfitness.com/marspa","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_906.pdf"
"2079","1356","Rockdale","734 West Cameron Ave.","Rockdale - 1356","","","Rockdale","TX","76567","USA","5124304446","","rockdaletx@snapfitness.com","www.snapfitness.com/rockdaletx","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1356.pdf"
"2081","1008","El Campo","3703 Peters Road","El Campo - 1008","","Located at FM 2765 & HWY 71","El Campo","TX","77437","USA","9795432348","","elcampotx@snapfitness.com","www.snapfitness.com/elcampotx","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1008.pdf"
"2083","974","Seymour","1119 W. Tipton St.","Seymour - 974","","(Also known as Hwy 50)","Seymour","IN","47274","USA","8126804570","","seymourin@snapfitness.com","www.snapfitness.com/seymourin","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_974.pdf"
"2093","968","Orchard Park","4180 North Buffalo Rd.","Orchard Park - 968","","Runners Roost Plaza","Orchard Park","NY","14127","USA","7165088400","","orchardparkny@snapfitness.com","www.snapfitness.com/orchardparkny","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_968.pdf"
"2094","1153","East Aurora","572 Main Street","East Aurora - 1153","","Corner of Main Street and Whaley Ave","East Aurora","NY","14052","USA","7166556600","","eastaurora@snapfitness.com","www.snapfitness.com/eastaurora","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1153.pdf"
"2096","987","Bealeton","11083 Marsh Road","Bealeton - 987","Unit D","Next to the ABC Store","Bealeton","VA","22712","USA","5404398088","","bealeton@snapfitness.com","www.snapfitness.com/bealeton","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_987.pdf"
"2097","938","Fort Walton Beach","232 Racetrack Rd NE","Fort Walton Beach - 938","","Next to Ace Hardware","Fort Walton Beach","FL","32547","USA","8503626019","","fortwaltonbeach@snapfitness.com","www.snapfitness.com/fortwaltonbeach","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_938.pdf"
"2110","1012","Gainesville","7641 Somerset Crossing Dr.","Gainesville - 1012","","Off Hwy 29, next to Bonefish Grill","Gainesville","VA","20155","USA","5712227627","","gainesvilleva@snapfitness.com","www.snapfitness.com/gainesvilleva","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1012.pdf"
"2115","929","Crestwood","6003 Pleasant Colony Ct","Crestwood - 929","Suite 10","Off 329 across from S Oldham High","Crestwood","KY","40014","USA","5022416282","","crestwoodky@snapfitness.com","www.snapfitness.com/crestwoodky","Yes",""
"2117","1010","Fremont","43480 Mission Blvd","Fremont - 1010","Suite #160","Mission Blvd next to Ohlone College","Fremont","CA","94539","USA","5102267627","","fremontca@snapfitness.com","www.snapfitness.com/fremontca","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1010.pdf"
"2121","955","St. Paul Metro Lofts","2650 University Avenue West","St. Paul Metro Lofts - 955","Suite 115","Just West of HWY 280","St. Paul","MN","55114","USA","6516490000","","stpaulmetrolofts@snapfitness.com","www.snapfitness.com/stpaulmetrolofts","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_955.pdf"
"2125","1405","Fort Saskatchewan","9970 99 Avenue","Fort Saskatchewan - 1405","","","Fort Saskatchewan","AB","T8L 4G8","CAN","7808002191","","ftsask@snapfitness.com","www.snapfitness.com/ftsask","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1405.pdf"
"2133","1002","Bedford","2101 Harwood Road","Bedford - 1002","Suite #124","In Kroger Parking Lot","Bedford","TX","76021","USA","8178687627","","bedfordtx@snapfitness.com","www.snapfitness.com/bedfordtx","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1002.pdf"
"2139","1013","Paducah","3215 Irvin Cobb Dr.","Paducah - 1013","Suite 103","in front of Lowe's","Paducah","KY","42003","USA","2704430900","","paducahky@snapfitness.com","www.snapfitness.com/paducahky","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1013.pdf"
"2142","976","New Iberia","722 E Admiral Doyle Dr","New Iberia - 976","","Across from Autozone","New Iberia","LA","70560","USA","3373651116","","newiberiala@snapfitness.com","www.snapfitness.com/newiberiala","Yes",""
"2144","999","Stuarts Draft","2576 Stuarts Draft Hwy","Stuarts Draft - 999","","Next to Food Lion","Stuarts Draft","VA","24477","USA","540-337-4348","","stuartsdraftva@snapfitness.com","www.snapfitness.com/stuartsdraftva","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_999.pdf"
"2145","998","Metepec","400 San Isidro Ave","Metepec - 998","","","Metepec","MX","52140","MEX","(01152) 722 232 19 92","","metepec@snapfitness.com.mx","www.snapfitness.com/metepec","Yes",""
"2146","1019","Corpus Christi","6534 Yorktown Blvd Suite 104","Corpus Christi - 1019","Yorktown & Cimarron across from Bill Witt Park","Snap Fitness 24/7 Fitness & Weight Loss Center","Corpus Christi","TX","78414","USA","3619061900","","corpuschristi@snapfitness.com","www.snapfitness.com/corpuschristi","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1019.pdf"
"2175","1004","Athens","1395 East Tyler St.","Athens - 1004","Suite 101","Located in the Athens Plaza.","Athens","TX","75751","USA","9036703111","","athenstx@snapfitness.com","www.snapfitness.com/athenstx","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1004.pdf"
"2176","980","Platteville","180 McGregor Plaza","Platteville - 980","","Next to Piggly Wiggly","Platteville","WI","53818","USA","6083485121","","plattevillewi@snapfitness.com","www.snapfitness.com/plattevillewi","Yes",""
"2185","982","Grande Prairie","104-6815 Kateri Dr.","Grande Prairie - 982","","","Grande Prairie","AB","T8W 0H1","CAN","7805395707","","grandeprairieab@snapfitness.com","www.snapfitness.com/grandeprairieab","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_982.pdf"
"2232","1056","Isanti","404 Whiskey Road","Isanti - 1056","Suite J","On the corner of 5 and Whiskey Rd.","Isanti","MN","55040","USA","7634443400","","isanti@snapfitness.com","www.snapfitness.com/isanti","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1056.pdf"
"2234","1170","Berthoud","939 Mountain Avenue","Berthoud - 1170","","Hay's Market Shopping Center","Berthoud","CO","80513","USA","9703445072","","berthoud@snapfitness.com","www.snapfitness.com/berthoud","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1170.pdf"
"2242","1050","Airdrie","3 Stonegate Drive NW","Airdrie - 1050","Unit 101","We're in Dickson Tr shopping centre","Airdrie","AB","T4B 0N2","CAN","4039120908","","airdrie@snapfitness.com","www.snapfitness.com/airdrie","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1050.pdf"
"2263","996","Edmonton-South","2927 Ellwood Dr. SW","Edmonton-South - 996","","1 Block North of Ellerslie Rd. On Parsons Road(99 st)","Edmonton","AB","T6X 0B1","CAN","7804977700","","edmontonsouth@snapfitness.com","www.snapfitness.com/edmontonsouth","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_996.pdf"
"2264","1329","Edmonton-Calgary Trail","#204, 2920 Calgary Trail NW","Edmonton-Calgary Trail - 1329","2nd floor","South Edmonton above Cora","Edmonton","AB","T6J 2G8","CAN","7807569777","","edmonton@snapfitness.com","www.snapfitness.com/edmonton","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1329.pdf"
"2265","1069","Sherwood Park-Broadmoor","2257 Premier Way","Sherwood Park-Broadmoor - 1069","","2 blocks NORTH of Millinenum","Sherwood Park","AB","T8H 2M8","CAN","7804174000","","sherwoodpark.broadmoor@snapfitness.com","www.snapfitness.com/sherwoodparkbroadmoor","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1069.pdf"
"2288","1076","Basehor","15604 Pinehurst Dr.","Basehor - 1076","","SW Corner of State & 155th","Basehor","KS","66007","USA","9137242424","","basehor@snapfitness.com","www.snapfitness.com/basehor","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1076.pdf"
"2290","1040","Newport","6919 Hwy. 70 East","Newport - 1040","","","Newport","NC","28570","USA","2527774349","","newportnc@snapfitness.com","www.snapfitness.com/newportnc","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1040.pdf"
"2292","1180","Bexley","2656 E. Main Street","Bexley - 1180","","Snap Bexley","Bexley","OH","43209","USA","6148242082","","bexleyoh@snapfitness.com","www.snapfitness.com/bexleyoh","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1180.pdf"
"2294","1020","Carlinville","276 N. Broad St.","Carlinville - 1020","","Next to Dollar General","Carlinville","IL","62626","USA","2178544006","","carlinville@snapfitness.com","www.snapfitness.com/carlinville","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1020.pdf"
"2297","1053","Casper","2135 East 12th Street","Casper - 1053","","Beverly Plaza Shopping Center","Casper","WY","82601","USA","3072376878","","casper@snapfitness.com","www.snapfitness.com/casper","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1053.pdf"
"2300","1057","Grande Prairie-Cobblestone","9920 92nd St.  Suite 105","Grande Prairie-Cobblestone - 1057","","Cobblestone Plaza","Grande Prairie","AB","T8X 0E7","CAN","7805381112","","grandeprairiecobblestone@snapfitness.com","www.snapfitness.com/grandeprairiecobblestone","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1057.pdf"
"2311","1130","Pascagoula","2400 Denny Ave.","Pascagoula - 1130","","","Pascagoula","MS","39567","USA","2287122660","","pascagoula@snapfitness.com","www.snapfitness.com/pascagoula","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1130.pdf"
"2313","1051","Ringwood","115 Skyline Dr","Ringwood - 1051","","Next to CVS","Ringwood","NJ","07456","USA","9735565956","","ringwood@snapfitness.com","www.snapfitness.com/ringwood","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1051.pdf"
"2315","1497","Easthampton","39 Union Street","Easthampton - 1497","","","Easthampton","MA","01027","USA","4135292200","","easthampton@snapfitness.com","www.snapfitness.com/easthampton","Yes",""
"2319","992","Syracuse","2107 West 1700 South","Syracuse - 992","","Behind Arby's, next to Bajio!","Syracuse","UT","84075","USA","8018250191","","syracuseut@snapfitness.com","www.snapfitness.com/syracuseut","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_992.pdf"
"2341","1032","Smyrna","665 South Carter Road","Smyrna - 1032","","","Smyrna","DE","19977","USA","302-653-8023","","smyrnade@snapfitness.com","www.snapfitness.com/smyrnade","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1032.pdf"
"2348","1042","Spokane-Northtown Square","4727 N Division","Spokane-Northtown Square - 1042","Building A, Suite 100","Northtown Square Shopping center","Spokane","WA","99207","USA","5095341400","","spokanenorthtownsquare@snapfitness.com","www.snapfitness.com/spokanenorthtownsquare","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1042.pdf"
"2359","1061","Amherst","203 South Main Street","Amherst - 1061","","Corner of S. Main and 2nd St","Amherst","VA","24521","USA","4343816001","","amherstva@snapfitness.com","www.snapfitness.com/amherstva","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1061.pdf"
"2366","1017","De Witt","100 6th Ave","De Witt - 1017","","Next to Railroad","De Witt","IA","52742","USA","5636591948","","dewittia@snapfitness.com","www.snapfitness.com/dewittia","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1017.pdf"
"2367","1204","Monterrey","Carretera Nacional 777-F, KM 268. La Estanzuela","Monterrey - 1204","Pasando el puente de la rioja en PLAZA VALLE ALTO","Plaza Valle Alto","Monterrey","NL","64890","MEX","8104-0019","","vallealto@snapfitness.com.mx","www.snapfitness.com/vallealto","Yes",""
"2371","1024","Nipomo","671 W. Tefft St.","Nipomo - 1024","","","Nipomo","CA","93444","USA","8059292900","","nipomo@snapfitness.com","www.snapfitness.com/nipomo","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1024.pdf"
"2372","1084","Wales","200 West Summit Ave.","Wales - 1084","","1/10 mile east of hwy 83 on hwy 18","Wales","WI","53183","USA","2623473346","","waleswi@snapfitness.com","www.snapfitness.com/waleswi","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1084.pdf"
"2378","1101","Bradenton","3541  53rd Ave W","Bradenton - 1101","","Next to Smoothie King on 53rd Ave W","Bradenton","FL","34210","USA","9418968817","","westbradenton@snapfitness.com","www.snapfitness.com/westbradenton","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1101.pdf"
"2380","1322","Hartsdale","251 S. Central Ave.","Hartsdale - 1322","","Snap Fitness-Hartsdale","Hartsdale","NY","10530","USA","9142050030","","hartsdale@snapfitness.com","www.snapfitness.com/hartsdale","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1322.pdf"
"2382","1332","Winnipeg-Kildonan","686 Springfield Road","Winnipeg-Kildonan - 1332","","Kildonan","Winnipeg","MB","R2G 1N3","CAN","2044152078","","kildonan@snapfitness.com","www.snapfitness.com/kildonan","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1332.pdf"
"2383","1220","Winnipeg-McPhillips","1375  McPhillips Street","Winnipeg-McPhillips - 1220","","","Winnipeg","MB","R2V 3V1","CAN","2044157849","","mcphillips@snapfitness.com","www.snapfitness.com/mcphillips","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1220.pdf"
"2392","1090","Helena","2600 Hwy. 58","Helena - 1090","Suite C, D and E","Corner of Hwy 58 & 95 in Helena.","Helena","AL","35080","USA","2056642600","","helenaal@snapfitness.com","www.snapfitness.com/helenaal","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1090.pdf"
"2393","1037","Dover","1030 Forrest Ave.","Dover - 1037","","","Dover","DE","19901","USA","302-741-2444","","doverde@snapfitness.com","www.snapfitness.com/doverde","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1037.pdf"
"2401","1142","Rapid City","1565 Haines Ave.","Rapid City - 1142","Suite B","Just south of I-90 on Haines Ave.","Rapid City","SD","57701","USA","6057915313","","rapidcitynorth@snapfitness.com","www.snapfitness.com/rapidcitynorth","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1142.pdf"
"2405","1022","Mt. Airy","1311 S. Main Street","Mt. Airy - 1022","","Located in the new Illiano Plaza!","Mt. Airy","MD","21771","USA","3018290680","","mtairymd@snapfitness.com","www.snapfitness.com/mtairymd","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1022.pdf"
"2413","1124","Havertown","2320 Haverford Road","Havertown - 1124","","Next to Wynnewood Lanes","Ardmore","PA","19003","USA","6106426200","","havertown@snapfitness.com","www.snapfitness.com/havertown","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1124.pdf"
"2414","1092","West Kelowna","2205 Louie Dr.","West Kelowna - 1092","Suite 205","2nd Floor RE/MAX building.","West Kelowna","BC","V4T 3C3","CAN","2507680224","","westkelowna@snapfitness.com","www.snapfitness.com/westkelowna","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1092.pdf"
"2417","1044","Winchester","611 West Jubal Early Dr.","Winchester - 1044","Suite C","Abrams Crossing near Daily Grind","Winchester","VA","22601","USA","5405457627","","winchesterva@snapfitness.com","www.snapfitness.com/winchesterva","Yes","\\storage2\ProjectFiles\Four51\shared\2186d5b6-cda6-4676-bd5d-a15811ebf985\Maps\LocMap_1044.pdf"
"2441","1052","Bangalore-Basavanagudi","Ramakrishna Ashram Circle, #15 Bull Temple Road,  Basavanagudi","Bangalore-Basavanagudi - 1052","","2nd Floor above McDonald's","Bangalore","KA","560004","IND","080-26600012/3","","basavanagudi@snapfitness.in","www.snapfitness.com/basavanagudi","Yes",""
